model,hit_rate,precision@3,recall,mrr
all-MiniLM-L6-v2,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.6363636363636364
BAAI/bge-small-en-v1.5,0.5454545454545454,0.3939393939393939,0.5454545454545454,0.5454545454545454
intfloat/e5-small-v2,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.6363636363636364
