chunk_size,overlap,hit_rate,precision@3,recall,mrr
200,50,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.45454545454545453
500,100,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.6363636363636364
1000,200,0.6363636363636364,0.3939393939393939,0.6363636363636364,0.6363636363636364
